ticker,name,sector,industry,indices
VGNT,Versigent PLC,Consumer Discretionary,Other Specialty Retail,sp600
VIAV,Viavi Solutions,Information Technology,Communications Equipment,sp400
VICI,Vici Properties,Real Estate,Hotel & Resort REITs,sp500
VICR,Vicor Corporation,Industrials,Electrical Components & Equipment,sp400
VIR,"Vir Biotechnology, Inc.",Health Care,Biotechnology,sp600
VIRT,"Virtu Financial, Inc.",Financials,Financial Exchanges & Data,sp600
VLO,Valero Energy,Energy,Oil & Gas Refining & Marketing,sp500
VLTO,Veralto,Industrials,Environmental & Facilities Services,sp500
VLY,Valley Bank,Financials,Regional Banks,sp400
VMC,Vulcan Materials Company,Materials,Construction Materials,sp500
VMI,Valmont Industries,Industrials,Industrial Machinery & Supplies & Components,sp400
VNO,Vornado Realty Trust,Real Estate,Office REITs,sp400
VNOM,Viper Energy,Energy,Oil & Gas Storage & Transportation,sp400
VNT,Vontier,Information Technology,Electronic Equipment & Instruments,sp400
VOYA,Voya Financial,Financials,Multi-Sector Holdings,sp400
VRRM,Verra Mobility Corporation,Industrials,Data Processing & Outsourced Services,sp600
VRSK,Verisk Analytics,Industrials,Research & Consulting Services,sp500
VRSN,Verisign,Information Technology,Internet Services & Infrastructure,sp500
VRT,Vertiv,Industrials,Electrical Components & Equipment,sp500
VRTS,"Virtus Investment Partners, Inc.",Financials,Asset Management & Custody Banks,sp600
VRTX,Vertex Pharmaceuticals,Health Care,Biotechnology,sp500
VSAT,"Viasat, Inc.",Information Technology,Communications Equipment,sp600
VSEC,VSE Corporation,Industrials,Aerospace & Defense,sp600
VSH,Vishay Intertechnology,Information Technology,Electronic Components,sp600
VSNT,"Versant Media Group, Inc.",Communication Services,Cable & Satellite,sp600
VST,Vistra Corp.,Utilities,Electric Utilities,sp500
VSTS,Vestis,Industrials,Diversified Support Services,sp600
VSXY,Victoria's Secret,Consumer Discretionary,Apparel Retail,sp600
VTOL,Bristow Group Inc.,Energy,Oil & Gas Equipment & Services,sp600
VTR,Ventas,Real Estate,Health Care REITs,sp500
VTRS,Viatris,Health Care,Pharmaceuticals,sp500
VVV,Valvoline,Consumer Discretionary,Automotive Retail,sp400
VVX,"V2X, Inc.",Industrials,Aerospace & Defense,sp600
VYX,NCR Voyix,Information Technology,IT Consulting & Other Services,sp600
VZ,Verizon,Communication Services,Integrated Telecommunication Services,sp500
WAB,Wabtec,Industrials,Construction Machinery & Heavy Transportation Equipment,sp500
WABC,Westamerica Bank,Financials,Regional Banks,sp600
WAFD,"WaFd, Inc.",Financials,Regional Banks,sp600
WAL,Western Alliance Bancorporation,Financials,Regional Banks,sp400
WAT,Waters Corporation,Health Care,Life Sciences Tools & Services,sp500
WAY,Waystar Holding Corp,Health Care,Health Care Technology,sp600
WBD,Warner Bros. Discovery,Communication Services,Broadcasting,sp500
WBS,Webster Bank,Financials,Regional Banks,sp400
WCC,WESCO International,Industrials,Trading Companies & Distributors,sp400
WD,"Walker & Dunlop, Inc.",Financials,Commercial & Residential Mortgage Finance,sp600
WDAY,"Workday, Inc.",Information Technology,Application Software,sp500
WDC,Western Digital,Information Technology,"Technology Hardware, Storage & Peripherals",sp500
WDFC,WD-40 Company,Consumer Staples,Household Products,sp600
WEC,WEC Energy Group,Utilities,Electric Utilities,sp500
WELL,Welltower,Real Estate,Health Care REITs,sp500
WEN,The Wendy's Company,Consumer Discretionary,Restaurants,sp600
WERN,Werner Enterprises,Industrials,Cargo Ground Transportation,sp600
WEX,WEX Inc.,Financials,Transaction & Payment Processing Services,sp400
WFC,Wells Fargo,Financials,Diversified Banks,sp500
WFRD,Weatherford International,Energy,Oil & Gas Equipment & Services,sp400
WGO,"Winnebago Industries, Inc.",Consumer Discretionary,Automobile Manufacturers,sp600
WH,Wyndham Hotels & Resorts,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",sp400
WHD,"Cactus, Inc.",Energy,Oil & Gas Equipment & Services,sp600
WHR,Whirlpool Corporation,Consumer Discretionary,Household Appliances,sp400
WINA,Winmark,Consumer Discretionary,Other Specialty Retail,sp600
WING,Wingstop,Consumer Discretionary,Restaurants,sp400
WKC,World Kinect Corporation,Energy,Oil & Gas Refining & Marketing,sp600
WLK,Westlake Corporation,Materials,Specialty Chemicals,sp400
WLY,John Wiley & Sons,Communication Services,Publishing,sp600
WM,Waste Management,Industrials,Environmental & Facilities Services,sp500
WMB,Williams Companies,Energy,Oil & Gas Storage & Transportation,sp500
WMG,Warner Music Group,Communication Services,Movies & Entertainment,sp400
WMS,Advanced Drainage Systems,Industrials,Building Products,sp400
WMT,Walmart,Consumer Staples,Consumer Staples Merchandise Retail,sp500
WOR,Worthington Enterprises,Industrials,Building Products,sp600
WPC,W. P. Carey,Real Estate,Diversified REITs,sp400
WRB,W. R. Berkley Corporation,Financials,Property & Casualty Insurance,sp500
WRBY,Warby Parker,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",sp600
WRLD,World Acceptance Corporation,Financials,Consumer Finance,sp600
WS,Worthington Steel,Materials,Steel,sp600
WSBC,WesBanco,Financials,Regional Banks,sp600
WSC,WillScot Holdings Corp.,Industrials,Office Services & Supplies,sp600
WSFS,WSFS Financial Corporation,Financials,Regional Banks,sp600
WSM,"Williams-Sonoma, Inc.",Consumer Discretionary,Homefurnishing Retail,sp500
WSO,Watsco,Industrials,Trading Companies & Distributors,sp400
WST,West Pharmaceutical Services,Health Care,Health Care Supplies,sp500
WT,"WisdomTree Investments, Inc.",Financials,Asset Management & Custody Banks,sp600
WTFC,Wintrust Financial,Financials,Regional Banks,sp400
WTRG,Essential Utilities,Utilities,Water Utilities,sp400
WTS,Watts Water Technologies,Industrials,Building Products,sp400
WTW,Willis Towers Watson,Financials,Insurance Brokers,sp500
WU,Western Union,Financials,Transaction & Payment Processing Services,sp600
WWD,"Woodward, Inc.",Industrials,Electrical Components & Equipment,sp400
WWW,"Wolverine World Wide, Inc.",Consumer Discretionary,Footwear,sp600
WY,Weyerhaeuser,Real Estate,Timber REITs,sp500
WYNN,Wynn Resorts,Consumer Discretionary,Casinos & Gaming,sp500
XEL,Xcel Energy,Utilities,Multi-Utilities,sp500
XHR,"Xenia Hotels & Resorts, Inc.",Real Estate,Hotel & Resort REITs,sp600
XNCR,Xencor Inc,Health Care,Biotechnology,sp600
XOM,ExxonMobil,Energy,Integrated Oil & Gas,sp500
XPEL,"XPEL, Inc.",Consumer Discretionary,Automotive Parts & Equipment,sp600
XPO,"XPO, Inc.",Industrials,Cargo Ground Transportation,sp400
XRAY,Dentsply Sirona,Health Care,Health Care Supplies,sp400
XYL,Xylem Inc.,Industrials,Industrial Machinery & Supplies & Components,sp500
XYZ,"Block, Inc.",Financials,Transaction & Payment Processing Services,sp500
YELP,"Yelp, Inc.",Communication Services,Interactive Media & Services,sp600
YETI,Yeti Holdings,Consumer Discretionary,Leisure Products,sp400
YOU,"Clear Secure, Inc.",Information Technology,Application Software,sp600
YUM,Yum! Brands,Consumer Discretionary,Restaurants,sp500
ZBH,Zimmer Biomet,Health Care,Health Care Equipment,sp500
ZBRA,Zebra Technologies,Information Technology,Electronic Equipment & Instruments,sp500
ZD,Ziff Davis,Communication Services,Advertising,sp600
ZION,Zions Bancorporation,Financials,Regional Banks,sp400
ZTS,Zoetis,Health Care,Pharmaceuticals,sp500
ZWS,Zurn Elkay Water Solutions Corp.,Industrials,Industrial Machinery & Supplies & Components,sp600
